,,date,sentiment_score,sentiment_score,sentiment_score,sentiment_score,sentiment_score
,,,mean,std,mean_n_1,mean_n_2,mean_n_3
period,,,,,,,
0.0,361,2021-08-06 00:00:00,-0.69136484134698,0.6896818491127298,-0.6396849493756701,-0.6532683383570358,-0.6744066660357345
0.0,362,2021-08-06 12:00:00,-0.6120226607458413,0.7577079321406106,-0.69136484134698,-0.6396849493756701,-0.6532683383570358
0.0,363,2021-08-07 00:00:00,-0.63952131568572,0.7375997792321917,-0.6120226607458413,-0.69136484134698,-0.6396849493756701
0.0,364,2021-08-07 12:00:00,-0.6340542259767648,0.7393476525264241,-0.63952131568572,-0.6120226607458413,-0.69136484134698
0.0,365,2021-08-08 00:00:00,-0.4674462908358863,0.8524938489932635,-0.6340542259767648,-0.63952131568572,-0.6120226607458413
0.0,366,2021-08-08 12:00:00,-0.49520631210191984,0.8346096118389946,-0.4674462908358863,-0.6340542259767648,-0.63952131568572
0.0,367,2021-08-09 00:00:00,-0.5493524875821867,0.8067361187810191,-0.49520631210191984,-0.4674462908358863,-0.6340542259767648
0.0,368,2021-08-09 12:00:00,-0.46245525517441766,0.858820717687307,-0.5493524875821867,-0.49520631210191984,-0.4674462908358863
0.0,369,2021-08-10 00:00:00,,,-0.46245525517441766,-0.5493524875821867,-0.49520631210191984
0.0,370,2021-08-10 12:00:00,,,,-0.46245525517441766,-0.5493524875821867
0.0,371,2021-08-11 00:00:00,,,,,-0.46245525517441766
0.0,372,2021-08-11 12:00:00,,,,,
0.0,373,2021-08-12 00:00:00,,,,,
0.0,374,2021-08-12 12:00:00,,,,,
0.0,375,2021-08-13 00:00:00,,,,,
0.0,376,2021-08-13 12:00:00,,,,,
0.0,377,2021-08-14 00:00:00,,,,,
0.0,378,2021-08-14 12:00:00,-0.42575937567260846,0.8783951165230043,,,
0.0,379,2021-08-15 00:00:00,-0.37475475837805156,0.8974903533393729,-0.42575937567260846,,
0.0,380,2021-08-15 12:00:00,-0.3976490434040965,0.8869608156185851,-0.37475475837805156,-0.42575937567260846,
0.0,381,2021-08-16 00:00:00,-0.390227279379234,0.8935264564108486,-0.3976490434040965,-0.37475475837805156,-0.42575937567260846
0.0,382,2021-08-16 12:00:00,-0.4491311170455149,0.8620706661421098,-0.390227279379234,-0.3976490434040965,-0.37475475837805156
0.0,383,2021-08-17 00:00:00,-0.3677571916324341,0.8988296524323247,-0.4491311170455149,-0.390227279379234,-0.3976490434040965
0.0,384,2021-08-17 12:00:00,-0.38961225102215463,0.8902346060475202,-0.3677571916324341,-0.4491311170455149,-0.390227279379234
0.0,385,2021-08-18 00:00:00,-0.2858943272403121,0.9314024386679015,-0.38961225102215463,-0.3677571916324341,-0.4491311170455149
0.0,386,2021-08-18 12:00:00,-0.3768065488767069,0.8969058187601765,-0.2858943272403121,-0.38961225102215463,-0.3677571916324341
0.0,387,2021-08-19 00:00:00,-0.4431798210941503,0.8680239217855157,-0.3768065488767069,-0.2858943272403121,-0.38961225102215463
0.0,388,2021-08-19 12:00:00,-0.5027150752655154,0.8331281017350914,-0.4431798210941503,-0.3768065488767069,-0.2858943272403121
0.0,389,2021-08-20 00:00:00,-0.3928279977873548,0.8896343366902193,-0.5027150752655154,-0.4431798210941503,-0.3768065488767069
0.0,390,2021-08-20 12:00:00,-0.49505707532479465,0.8381169325157584,-0.3928279977873548,-0.5027150752655154,-0.4431798210941503
0.0,391,2021-08-21 00:00:00,-0.4734413232350919,0.8518972415477675,-0.49505707532479465,-0.3928279977873548,-0.5027150752655154
0.0,392,2021-08-21 12:00:00,-0.49356939477788503,0.8406611758417498,-0.4734413232350919,-0.49505707532479465,-0.3928279977873548
0.0,393,2021-08-22 00:00:00,,,-0.49356939477788503,-0.4734413232350919,-0.49505707532479465
0.0,394,2021-08-22 12:00:00,,,,-0.49356939477788503,-0.4734413232350919
0.0,395,2021-08-23 00:00:00,,,,,-0.49356939477788503
0.0,396,2021-08-23 12:00:00,-0.49559851022778106,0.8368966782519827,,,
0.0,397,2021-08-24 00:00:00,-0.40265849673391074,0.8887412873434763,-0.49559851022778106,,
0.0,398,2021-08-24 12:00:00,-0.44440079595550885,0.8676192280220226,-0.40265849673391074,-0.49559851022778106,
0.0,399,2021-08-25 00:00:00,-0.3703402762004805,0.9014180237837427,-0.44440079595550885,-0.40265849673391074,-0.49559851022778106
0.0,400,2021-08-25 12:00:00,-0.38228752449824405,0.8976965471571511,-0.3703402762004805,-0.44440079595550885,-0.40265849673391074
0.0,401,2021-08-26 00:00:00,-0.445648240120991,0.8669468041885517,-0.38228752449824405,-0.3703402762004805,-0.44440079595550885
0.0,402,2021-08-26 12:00:00,-0.3997859040709318,0.8887721460645434,-0.445648240120991,-0.38228752449824405,-0.3703402762004805
0.0,403,2021-08-27 00:00:00,,,-0.3997859040709318,-0.445648240120991,-0.38228752449824405
0.0,404,2021-08-27 12:00:00,,,,-0.3997859040709318,-0.445648240120991
0.0,405,2021-08-28 00:00:00,,,,,-0.3997859040709318
0.0,406,2021-08-28 12:00:00,,,,,
0.0,407,2021-08-29 00:00:00,,,,,
0.0,408,2021-08-29 12:00:00,,,,,
0.0,409,2021-08-30 00:00:00,,,,,
0.0,410,2021-08-30 12:00:00,,,,,
0.0,411,2021-08-31 00:00:00,,,,,
0.0,412,2021-08-31 12:00:00,,,,,
0.0,413,2021-09-01 00:00:00,,,,,
0.0,414,2021-09-01 12:00:00,,,,,
0.0,415,2021-09-02 00:00:00,,,,,
0.0,416,2021-09-02 12:00:00,,,,,
0.0,417,2021-09-03 00:00:00,,,,,
0.0,418,2021-09-03 12:00:00,,,,,
0.0,419,2021-09-04 00:00:00,,,,,
0.0,420,2021-09-04 12:00:00,,,,,
0.0,421,2021-09-05 00:00:00,,,,,
0.0,422,2021-09-05 12:00:00,,,,,
0.0,423,2021-09-06 00:00:00,,,,,
0.0,424,2021-09-06 12:00:00,,,,,
0.0,425,2021-09-07 00:00:00,,,,,
0.0,426,2021-09-07 12:00:00,,,,,
0.0,427,2021-09-08 00:00:00,,,,,
0.0,428,2021-09-08 12:00:00,,,,,
0.0,429,2021-09-09 00:00:00,,,,,
0.0,430,2021-09-09 12:00:00,,,,,
0.0,431,2021-09-10 00:00:00,-0.3842949916966477,0.8948908297585698,,,
0.0,432,2021-09-10 12:00:00,-0.47543515779359996,0.852018197865297,-0.3842949916966477,,
0.0,433,2021-09-11 00:00:00,,,-0.47543515779359996,-0.3842949916966477,
0.0,434,2021-09-11 12:00:00,,,,-0.47543515779359996,-0.3842949916966477
0.0,435,2021-09-12 00:00:00,,,,,-0.47543515779359996
0.0,436,2021-09-12 12:00:00,,,,,
0.0,437,2021-09-13 00:00:00,,,,,
0.0,438,2021-09-13 12:00:00,,,,,
0.0,439,2021-09-14 00:00:00,,,,,
0.0,440,2021-09-14 12:00:00,,,,,
0.0,441,2021-09-15 00:00:00,,,,,
0.0,442,2021-09-15 12:00:00,,,,,
0.0,443,2021-09-16 00:00:00,,,,,
0.0,444,2021-09-16 12:00:00,,,,,
0.0,445,2021-09-17 00:00:00,,,,,
0.0,446,2021-09-17 12:00:00,,,,,
0.0,447,2021-09-18 00:00:00,,,,,
0.0,448,2021-09-18 12:00:00,,,,,
0.0,449,2021-09-19 00:00:00,,,,,
0.0,450,2021-09-19 12:00:00,,,,,
0.0,451,2021-09-20 00:00:00,,,,,
0.0,452,2021-09-20 12:00:00,,,,,
0.0,453,2021-09-21 00:00:00,,,,,
0.0,454,2021-09-21 12:00:00,,,,,
0.0,455,2021-09-22 00:00:00,,,,,
0.0,456,2021-09-22 12:00:00,,,,,
0.0,457,2021-09-23 00:00:00,,,,,
0.0,458,2021-09-23 12:00:00,,,,,
0.0,459,2021-09-24 00:00:00,,,,,
0.0,460,2021-09-24 12:00:00,,,,,
0.0,461,2021-09-25 00:00:00,,,,,
0.0,462,2021-09-25 12:00:00,,,,,
0.0,463,2021-09-26 00:00:00,,,,,
0.0,464,2021-09-26 12:00:00,,,,,
0.0,465,2021-09-27 00:00:00,,,,,
0.0,466,2021-09-27 12:00:00,,,,,
0.0,467,2021-09-28 00:00:00,,,,,
0.0,468,2021-09-28 12:00:00,,,,,
0.0,469,2021-09-29 00:00:00,,,,,
0.0,470,2021-09-29 12:00:00,,,,,
0.0,471,2021-09-30 00:00:00,,,,,
0.0,472,2021-09-30 12:00:00,,,,,
0.0,473,2021-10-01 00:00:00,,,,,
0.0,474,2021-10-01 12:00:00,,,,,
0.0,475,2021-10-02 00:00:00,,,,,
0.0,476,2021-10-02 12:00:00,,,,,
0.0,477,2021-10-03 00:00:00,,,,,
0.0,478,2021-10-03 12:00:00,,,,,
0.0,479,2021-10-04 00:00:00,,,,,
0.0,480,2021-10-04 12:00:00,,,,,
0.0,481,2021-10-05 00:00:00,,,,,
0.0,482,2021-10-05 12:00:00,,,,,
0.0,483,2021-10-06 00:00:00,,,,,
0.0,484,2021-10-06 12:00:00,,,,,
0.0,485,2021-10-07 00:00:00,,,,,
0.0,486,2021-10-07 12:00:00,,,,,
0.0,487,2021-10-08 00:00:00,,,,,
0.0,488,2021-10-08 12:00:00,,,,,
0.0,489,2021-10-09 00:00:00,,,,,
0.0,490,2021-10-09 12:00:00,,,,,
0.0,491,2021-10-10 00:00:00,,,,,
0.0,492,2021-10-10 12:00:00,,,,,
0.0,493,2021-10-11 00:00:00,,,,,
0.0,494,2021-10-11 12:00:00,,,,,
0.0,495,2021-10-12 00:00:00,,,,,
0.0,496,2021-10-12 12:00:00,,,,,
0.0,497,2021-10-13 00:00:00,,,,,
0.0,498,2021-10-13 12:00:00,,,,,
0.0,499,2021-10-14 00:00:00,,,,,
0.0,500,2021-10-14 12:00:00,,,,,
0.0,501,2021-10-15 00:00:00,,,,,
0.0,502,2021-10-15 12:00:00,,,,,
0.0,503,2021-10-16 00:00:00,,,,,
0.0,504,2021-10-16 12:00:00,,,,,
0.0,505,2021-10-17 00:00:00,,,,,
0.0,506,2021-10-17 12:00:00,,,,,
0.0,507,2021-10-18 00:00:00,-0.3661413564654373,0.9030193196826901,,,
0.0,508,2021-10-18 12:00:00,-0.49644402838597046,0.8327941683659175,-0.3661413564654373,,
0.0,509,2021-10-19 00:00:00,-0.3556321293147727,0.9050777452292005,-0.49644402838597046,-0.3661413564654373,
0.0,510,2021-10-19 12:00:00,-0.5076827709236583,0.8287103754625343,-0.3556321293147727,-0.49644402838597046,-0.3661413564654373
0.0,511,2021-10-20 00:00:00,-0.5272433158912379,0.8183712208434066,-0.5076827709236583,-0.3556321293147727,-0.49644402838597046
0.0,512,2021-10-20 12:00:00,-0.4947992665213755,0.8296099001025672,-0.5272433158912379,-0.5076827709236583,-0.3556321293147727
0.0,513,2021-10-21 00:00:00,-0.5068292254627752,0.8338358897989394,-0.4947992665213755,-0.5272433158912379,-0.5076827709236583
0.0,514,2021-10-21 12:00:00,-0.49867034257759696,0.8387117008483587,-0.5068292254627752,-0.4947992665213755,-0.5272433158912379
0.0,515,2021-10-22 00:00:00,-0.387710907293672,0.8940276265968486,-0.49867034257759696,-0.5068292254627752,-0.4947992665213755
0.0,516,2021-10-22 12:00:00,-0.41028189806957177,0.8842851382252833,-0.387710907293672,-0.49867034257759696,-0.5068292254627752
0.0,517,2021-10-23 00:00:00,-0.4206418952497091,0.8788760444432151,-0.41028189806957177,-0.387710907293672,-0.49867034257759696
0.0,518,2021-10-23 12:00:00,-0.47012736183343184,0.8501837088876224,-0.4206418952497091,-0.41028189806957177,-0.387710907293672
1.0,0,2021-10-29 00:00:00,-0.4251409267106587,0.8752622550072376,-0.4699817310519375,-0.46646415852839024,-0.4719491096365477
1.0,1,2021-10-29 12:00:00,-0.47254964169476504,0.8480084110801415,-0.4251409267106587,-0.4699817310519375,-0.46646415852839024
1.0,2,2021-10-30 00:00:00,,,-0.47254964169476504,-0.4251409267106587,-0.4699817310519375
1.0,3,2021-10-30 12:00:00,,,,-0.47254964169476504,-0.4251409267106587
1.0,4,2021-10-31 00:00:00,,,,,-0.47254964169476504
1.0,5,2021-10-31 12:00:00,,,,,
1.0,6,2021-11-01 00:00:00,,,,,
1.0,7,2021-11-01 12:00:00,,,,,
1.0,8,2021-11-02 00:00:00,,,,,
1.0,9,2021-11-02 12:00:00,,,,,
1.0,10,2021-11-03 00:00:00,,,,,
1.0,11,2021-11-03 12:00:00,,,,,
1.0,12,2021-11-04 00:00:00,-0.48220021305207844,0.8426665020117609,,,
1.0,13,2021-11-04 12:00:00,-0.4364686000104517,0.8697117794065733,-0.48220021305207844,,
1.0,14,2021-11-05 00:00:00,-0.4739844565547204,0.8524288929197679,-0.4364686000104517,-0.48220021305207844,
1.0,15,2021-11-05 12:00:00,-0.46075815127963815,0.859598969387595,-0.4739844565547204,-0.4364686000104517,-0.48220021305207844
1.0,16,2021-11-06 00:00:00,-0.48837466000182206,0.8413761290505362,-0.46075815127963815,-0.4739844565547204,-0.4364686000104517
1.0,17,2021-11-06 12:00:00,-0.41441682170596694,0.8824707850787706,-0.48837466000182206,-0.46075815127963815,-0.4739844565547204
2.0,0,2021-11-12 12:00:00,-0.47634478230492616,0.8471157295266862,-0.3959517043887783,-0.47039591986911,-0.5450594048289692
2.0,1,2021-11-13 00:00:00,,,-0.47634478230492616,-0.3959517043887783,-0.47039591986911
2.0,2,2021-11-13 12:00:00,,,,-0.47634478230492616,-0.3959517043887783
2.0,3,2021-11-14 00:00:00,,,,,-0.47634478230492616
2.0,4,2021-11-14 12:00:00,,,,,
2.0,5,2021-11-15 00:00:00,,,,,
2.0,6,2021-11-15 12:00:00,,,,,
2.0,7,2021-11-16 00:00:00,,,,,
2.0,8,2021-11-16 12:00:00,,,,,
2.0,9,2021-11-17 00:00:00,,,,,
2.0,10,2021-11-17 12:00:00,,,,,
2.0,11,2021-11-18 00:00:00,-0.6832033501949958,0.6874114262337618,,,
2.0,12,2021-11-18 12:00:00,-0.5966816098995498,0.7730077166067207,-0.6832033501949958,,
2.0,13,2021-11-19 00:00:00,-0.5014623418399149,0.8369057126089399,-0.5966816098995498,-0.6832033501949958,
2.0,14,2021-11-19 12:00:00,-0.5445706926082999,0.8096995430804729,-0.5014623418399149,-0.5966816098995498,-0.6832033501949958
2.0,15,2021-11-20 00:00:00,,,-0.5445706926082999,-0.5014623418399149,-0.5966816098995498
2.0,16,2021-11-20 12:00:00,,,,-0.5445706926082999,-0.5014623418399149
2.0,17,2021-11-21 00:00:00,,,,,-0.5445706926082999
2.0,18,2021-11-21 12:00:00,,,,,
2.0,19,2021-11-22 00:00:00,,,,,
2.0,20,2021-11-22 12:00:00,,,,,
2.0,21,2021-11-23 00:00:00,,,,,
2.0,22,2021-11-23 12:00:00,,,,,
2.0,23,2021-11-24 00:00:00,,,,,
2.0,24,2021-11-24 12:00:00,-0.5088696636728168,0.8309576171808816,,,
2.0,25,2021-11-25 00:00:00,-0.2294054136316934,0.9504650389186455,-0.5088696636728168,,
2.0,26,2021-11-25 12:00:00,-0.3341194928874569,0.9126794931695786,-0.2294054136316934,-0.5088696636728168,
2.0,27,2021-11-26 00:00:00,-0.9924704531828562,0.0038173479173966543,-0.3341194928874569,-0.2294054136316934,-0.5088696636728168
